Qsol,Zen,vel,Tair,Tsurf,PctCanopy,PctCloud,PctShade,RelHum
191.7380952,58.99288177,2.445833333,15.0375,15.0375,0,0,0,45.4702381
333.2083333,46.96428125,2.980357143,17.98988095,17.98988095,0,0,0,33.75
468.5714286,35.76665884,3.223214286,20.13452381,20.13452381,0,0,0,26.98214286
582.1024096,26.66328366,3.404216867,21.98253012,21.98253012,0,0,0,22.4939759
669.6484848,22.82638995,3.456969697,23.47333333,23.47333333,0,0,0,19.36969697
678.9503106,26.78498641,3.610559006,24.47888199,24.47888199,0,0,0,17.2484472
630.6851852,35.86178168,3.556790123,25.23518519,25.23518519,0,0,0,14.90123457
574.2893082,47.04560653,3.589937107,25.67861635,25.67861635,0,0,0,15.0754717
464.1509434,59.06883524,3.27672956,25.56477987,25.56477987,0,0,0,16.63522013
